name,s_nom_mw
262,1698.1026117405274
350,491.5560191880474
328,2189.658630928575
179,491.5560191880474
334,3396.205223481055
269,3396.205223481055
341,2189.658630928575
312,3396.205223481055
270,3396.205223481055
178,1474.6680575641421
310,983.1120383760948
176,491.5560191880474
94,491.5560191880474
277,491.5560191880474
95,491.5560191880474
276,983.1120383760948
79,5362.429300233244
80,2189.658630928575
267,3887.761242669102
316,3396.205223481055
177,2189.658630928575
311,5094.3078352215825
